income_msoa,pct_manag_prof,median_age,pct_minority,income_msoa_tercile,pct_manag_prof_tercile,median_age_tercile,pct_minority_tercile,stable_lockdown,stable_covid
45900.0,41.618,47.474,6.941,Medium,High,High,Medium,1,0
41900.0,38.213,49.77,2.736,Medium,Medium,High,Low,1,0
38060.0,36.617,53.093,3.625,Low,Medium,High,Low,1,0
45242.857,32.959,44.76,5.427,Medium,Medium,Medium,Medium,0,1
38928.571,33.731,40.852,8.062,Low,Medium,Medium,Medium,1,1
43200.0,28.17,33.192,63.302,Medium,Low,Low,High,0,1
44010.0,33.669,40.176,15.692,Medium,Medium,Medium,High,1,1
34823.529,23.802,38.895,9.644,Low,Low,Low,Medium,0,0
41512.5,35.896,50.513,3.2,Medium,Medium,High,Low,0,0
33513.333,26.571,57.175,1.307,Low,Low,High,Low,0,0
44010.0,33.669,40.176,15.692,Medium,Medium,Medium,High,1,1
36800.0,25.264,42.256,3.393,Low,Low,Medium,Low,1,1
41053.333,34.333,46.629,5.285,Medium,Medium,High,Medium,0,0
41500.0,33.147,41.238,11.893,Medium,Medium,Medium,Medium,0,1
55447.619,34.461,39.278,21.602,High,Medium,Low,High,0,1
44909.091,45.653,47.164,13.238,Medium,High,High,Medium,1,0
39700.0,25.479,37.771,30.093,Low,Low,Low,High,1,0
33375.0,19.931,39.104,20.341,Low,Low,Low,High,0,1
56000.0,51.219,33.262,30.574,High,High,Low,High,1,1
47900.0,37.703,47.611,8.363,Medium,Medium,High,Medium,0,0
49712.5,27.023,35.517,59.629,High,Low,Low,High,1,0
25800.0,14.774,36.879,3.008,Low,Low,Low,Low,1,0
38690.909,20.214,36.83,6.614,Low,Low,Low,Medium,1,0
51135.294,40.446,38.597,7.659,High,High,Low,Medium,0,0
50500.0,38.171,40.825,23.743,High,Medium,Medium,High,1,1
42400.0,38.194,57.089,1.78,Medium,Medium,High,Low,1,1
40700.0,29.436,51.526,2.749,Low,Medium,High,Low,1,0
44842.857,31.705,40.299,6.49,Medium,Medium,Medium,Medium,1,1
45633.333,39.004,47.265,15.356,Medium,Medium,High,Medium,0,0
41178.947,32.79,37.216,9.146,Medium,Medium,Low,Medium,0,1
35100.0,25.406,27.651,28.359,Low,Low,Low,High,1,1
41600.0,31.788,41.031,11.169,Medium,Medium,Medium,Medium,1,1
48400.0,37.206,46.312,7.785,Medium,Medium,High,Medium,1,1
58900.0,40.894,40.758,7.704,High,High,Medium,Medium,0,0
41500.0,35.746,45.176,5.697,Medium,Medium,High,Medium,0,1
30800.0,19.255,27.893,54.835,Low,Low,Low,High,0,0
37300.0,24.422,41.549,2.498,Low,Low,Medium,Low,0,1
34842.857,25.57,39.277,5.746,Low,Low,Low,Medium,0,0
52558.333,44.31,47.757,2.581,High,High,High,Low,1,1
47004.762,46.188,44.471,5.865,Medium,High,Medium,Medium,0,1
40200.0,30.788,54.261,4.771,Low,Medium,High,Low,0,0
52311.765,41.888,46.236,4.032,High,High,High,Low,0,0
35761.538,28.257,43.77,4.034,Low,Low,Medium,Low,0,0
64047.619,53.124,47.489,12.173,High,High,High,Medium,1,1
44026.087,36.041,47.011,4.936,Medium,Medium,High,Low,0,1
46568.75,38.468,43.713,7.305,Medium,Medium,Medium,Medium,0,1
45790.0,35.995,37.856,46.396,Medium,Medium,Low,High,0,0
37500.0,29.422,42.423,7.158,Low,Low,Medium,Medium,1,1
62900.0,50.399,41.216,23.04,High,High,Medium,High,1,1
57508.333,45.737,35.322,42.454,High,High,Low,High,0,1
39600.0,32.032,44.077,2.577,Low,Medium,Medium,Low,1,0
33660.0,21.745,34.061,47.386,Low,Low,Low,High,1,0
46016.667,38.912,43.598,5.134,Medium,Medium,Medium,Medium,1,1
37400.0,29.77,43.708,2.794,Low,Medium,Medium,Low,1,1
55412.5,40.566,36.881,42.739,High,High,Low,High,1,1
33100.0,24.538,46.725,3.124,Low,Low,High,Low,0,0
33200.0,22.009,40.067,35.092,Low,Low,Medium,High,1,0
46034.783,39.41,44.984,9.949,Medium,High,High,Medium,1,0
48177.273,37.489,40.399,8.225,Medium,Medium,Medium,Medium,1,0
31300.0,14.844,34.568,28.03,Low,Low,Low,High,1,1
37700.0,32.189,49.155,2.837,Low,Medium,High,Low,1,1
42500.0,37.14,46.611,24.371,Medium,Medium,High,High,1,1
41783.333,32.066,49.193,3.373,Medium,Medium,High,Low,0,0
50600.0,31.171,36.774,52.336,High,Medium,Low,High,0,1
46362.5,34.747,47.964,3.057,Medium,Medium,High,Low,0,1
58121.429,41.992,44.032,11.968,High,High,Medium,Medium,1,0
46100.0,40.481,54.253,2.61,Medium,High,High,Low,1,1
49300.0,27.264,36.715,62.939,High,Low,Low,High,0,0
36785.714,18.787,34.864,26.38,Low,Low,Low,High,1,0
32550.0,25.06,41.147,2.614,Low,Low,Medium,Low,0,0
59000.0,42.161,41.788,26.619,High,High,Medium,High,0,0
43280.0,31.606,44.967,3.595,Medium,Medium,High,Low,0,0
36800.0,25.453,40.899,34.555,Low,Low,Medium,High,0,0
35500.0,21.747,35.734,53.185,Low,Low,Low,High,0,1
34977.778,24.77,37.141,10.573,Low,Low,Low,Medium,1,0
30000.0,19.899,42.347,1.592,Low,Low,Medium,Low,1,0
25800.0,14.774,36.879,3.008,Low,Low,Low,Low,1,1
55212.5,45.118,31.802,47.121,High,High,Low,High,0,0
50752.381,48.381,42.039,14.57,High,High,Medium,Medium,0,0
28887.5,15.224,35.165,7.829,Low,Low,Low,Medium,1,1
46500.0,36.873,44.779,3.936,Medium,Medium,High,Low,0,1
47114.286,35.315,44.387,5.427,Medium,Medium,Medium,Medium,1,1
42718.182,28.533,47.737,2.062,Medium,Low,High,Low,1,1
32900.0,19.331,39.368,3.297,Low,Low,Medium,Low,0,1
36423.077,27.535,42.776,8.186,Low,Low,Medium,Medium,1,1
35500.0,26.409,45.778,6.304,Low,Low,High,Medium,1,0
47450.0,42.984,43.111,4.561,Medium,High,Medium,Low,0,0
51096.552,34.821,42.077,6.492,High,Medium,Medium,Medium,1,0
37300.0,25.115,38.728,23.394,Low,Low,Low,High,0,0
39088.889,32.032,47.06,3.769,Low,Medium,High,Low,0,0
34700.0,19.543,40.367,33.991,Low,Low,Medium,High,0,1
51925.0,45.119,45.386,5.808,High,High,High,Medium,0,0
43120.0,36.516,49.819,2.961,Medium,Medium,High,Low,1,1
48542.857,30.474,32.232,50.349,Medium,Medium,Low,High,0,0
45373.684,40.675,47.143,2.918,Medium,High,High,Low,1,1
45700.0,41.23,47.724,5.136,Medium,High,High,Medium,0,1
43150.0,28.986,34.512,22.834,Medium,Low,Low,High,1,1
45100.0,,,,Medium,,,,0,0
43940.0,34.45,43.006,19.225,Medium,Medium,Medium,High,1,1
61157.143,54.249,33.287,36.287,High,High,Low,High,0,1
46130.0,27.24,40.303,5.85,Medium,Low,Medium,Medium,1,1
81500.0,58.474,43.139,15.687,High,High,Medium,High,1,1
34087.5,25.825,51.653,2.518,Low,Low,High,Low,1,1
49430.769,30.227,34.938,80.628,High,Medium,Low,High,0,0
33200.0,25.879,42.05,11.694,Low,Low,Medium,Medium,0,0
36000.0,26.692,51.118,3.554,Low,Low,High,Low,1,1
49223.81,39.16,39.088,21.03,High,Medium,Low,High,0,0
41900.0,38.213,49.77,2.736,Medium,Medium,High,Low,1,0
43471.429,26.589,40.56,4.301,Medium,Low,Medium,Low,0,0
47100.0,39.974,48.364,5.92,Medium,High,High,Medium,1,0
42800.0,31.671,30.768,17.789,Medium,Medium,Low,High,1,1
28000.0,25.542,41.054,3.316,Low,Low,Medium,Low,1,0
35500.0,30.98,57.266,2.717,Low,Medium,High,Low,1,0
29100.0,14.315,33.096,68.003,Low,Low,Low,High,1,1
48830.435,31.415,35.766,57.199,Medium,Medium,Low,High,1,1
46100.0,38.075,50.324,1.779,Medium,Medium,High,Low,1,1
55262.5,54.849,47.215,15.713,High,High,High,High,1,1
39672.727,20.766,34.257,42.737,Low,Low,Low,High,1,0
48042.857,41.691,43.469,7.905,Medium,High,Medium,Medium,1,0
68122.222,50.618,38.888,7.507,High,High,Low,Medium,1,0
37500.0,31.921,47.32,3.255,Low,Medium,High,Low,0,0
41509.091,35.343,39.824,6.431,Medium,Medium,Medium,Medium,1,0
42800.0,31.671,30.768,17.789,Medium,Medium,Low,High,1,0
36700.0,32.43,55.04,3.119,Low,Medium,High,Low,1,0
46568.75,38.468,43.713,7.305,Medium,Medium,Medium,Medium,1,1
45460.0,40.722,47.324,3.075,Medium,High,High,Low,0,0
51327.273,47.346,47.799,4.441,High,High,High,Low,1,0
38400.0,28.881,45.343,2.408,Low,Low,High,Low,1,1
36433.333,29.742,34.689,19.847,Low,Medium,Low,High,1,0
45200.0,43.643,45.85,4.57,Medium,High,High,Low,1,0
69515.385,57.635,46.016,12.493,High,High,High,Medium,1,1
49000.0,37.943,38.63,12.53,High,Medium,Low,Medium,1,1
46072.222,39.072,53.144,3.035,Medium,Medium,High,Low,0,1
56600.0,43.193,39.913,10.932,High,High,Medium,Medium,0,1
51700.0,31.261,36.797,9.389,High,Medium,Low,Medium,0,1
42393.939,28.306,35.611,24.522,Medium,Low,Low,High,0,1
38125.0,27.244,46.369,3.275,Low,Low,High,Low,1,0
54625.0,42.987,43.963,5.337,High,High,Medium,Medium,1,1
55700.0,41.891,43.197,3.72,High,High,Medium,Low,0,1
38500.0,29.278,37.372,28.104,Low,Low,Low,High,0,0
47000.0,32.606,39.794,17.761,Medium,Medium,Medium,High,1,1
51507.143,38.045,40.225,11.429,High,Medium,Medium,Medium,1,1
52860.0,44.236,46.562,10.774,High,High,High,Medium,0,0
62525.0,63.593,37.397,30.627,High,High,Low,High,0,0
50618.75,47.024,48.65,2.809,High,High,High,Low,1,1
35825.0,22.958,35.699,51.379,Low,Low,Low,High,1,0
39500.0,40.482,39.739,3.769,Low,High,Medium,Low,0,0
52300.0,32.144,38.282,49.993,High,Medium,Low,High,0,0
40900.0,33.312,48.052,3.551,Medium,Medium,High,Low,1,1
50327.778,43.659,50.493,12.014,High,High,High,Medium,1,1
53200.0,45.964,36.304,38.388,High,High,Low,High,0,1
42900.0,21.153,34.089,19.299,Medium,Low,Low,High,1,1
45800.0,50.405,49.548,6.399,Medium,High,High,Medium,1,0
32400.0,29.427,44.177,2.295,Low,Low,Medium,Low,0,0
43388.889,37.756,43.136,11.536,Medium,Medium,Medium,Medium,1,1
38872.727,36.125,50.271,3.9,Low,Medium,High,Low,0,0
32400.0,29.427,44.177,2.295,Low,Low,Medium,Low,0,0
58900.0,59.445,42.053,12.759,High,High,Medium,Medium,0,0
43900.0,35.859,39.073,10.814,Medium,Medium,Low,Medium,1,0
43400.0,40.054,54.6,2.326,Medium,High,High,Low,1,1
63360.87,51.678,46.81,8.737,High,High,High,Medium,0,0
46400.0,34.362,50.568,3.033,Medium,Medium,High,Low,0,0
32500.0,20.247,36.808,40.326,Low,Low,Low,High,1,0
39100.0,25.254,47.922,2.854,Low,Low,High,Low,0,0
53333.333,42.163,44.576,5.613,High,High,Medium,Medium,0,0
51110.0,26.235,35.323,63.887,High,Low,Low,High,1,0
47900.0,40.252,53.437,1.541,Medium,High,High,Low,1,1
65966.667,48.484,34.147,22.85,High,High,Low,High,0,0
33600.0,22.521,37.446,14.213,Low,Low,Low,Medium,1,0
42360.0,40.229,58.531,2.621,Medium,High,High,Low,0,0
64414.286,45.303,39.921,13.257,High,High,Medium,Medium,1,1
36636.364,29.743,39.694,5.093,Low,Medium,Medium,Medium,1,1
51371.429,39.333,38.366,41.841,High,High,Low,High,1,1
59400.0,48.72,44.572,32.972,High,High,Medium,High,1,1
55200.0,47.089,42.659,18.129,High,High,Medium,High,1,1
45778.947,38.363,50.807,1.495,Medium,Medium,High,Low,1,0
39700.0,25.479,37.771,30.093,Low,Low,Low,High,1,1
38050.0,24.667,44.404,3.367,Low,Low,Medium,Low,1,1
66800.0,57.698,37.767,22.649,High,High,Low,High,1,1
56718.75,41.513,42.732,4.316,High,High,Medium,Low,0,0
47900.0,39.544,49.068,4.245,Medium,High,High,Low,1,0
32600.0,27.802,44.655,3.241,Low,Low,Medium,Low,1,1
45894.737,44.709,43.345,8.949,Medium,High,Medium,Medium,1,1
44800.0,38.93,50.633,3.806,Medium,Medium,High,Low,1,1
44810.0,40.523,39.706,11.493,Medium,High,Medium,Medium,0,1
36600.0,24.796,49.666,4.964,Low,Low,High,Low,0,1
36683.333,28.029,38.818,8.425,Low,Low,Low,Medium,0,0
50633.333,39.241,44.554,7.843,High,High,Medium,Medium,0,0
47722.857,,,,Medium,,,,1,1
48600.0,24.822,30.918,72.568,Medium,Low,Low,High,1,1
34500.0,26.038,45.295,8.013,Low,Low,High,Medium,1,0
46886.667,43.773,50.258,3.468,Medium,High,High,Low,1,1
43000.0,38.593,47.264,7.652,Medium,Medium,High,Medium,1,1
54000.0,51.325,52.435,2.577,High,High,High,Low,0,0
44358.333,39.086,57.205,2.084,Medium,Medium,High,Low,0,0
49571.429,31.351,40.164,26.42,High,Medium,Medium,High,1,1
40900.0,31.083,43.572,3.832,Medium,Medium,Medium,Low,1,1
47400.0,43.006,52.185,2.457,Medium,High,High,Low,1,0
47053.333,25.65,35.599,67.724,Medium,Low,Low,High,0,1
39650.0,32.3,41.074,8.034,Low,Medium,Medium,Medium,0,1
28900.0,20.962,43.892,1.906,Low,Low,Medium,Low,1,1
48900.0,44.228,48.811,5.356,Medium,High,High,Medium,0,0
32517.647,27.44,41.622,3.052,Low,Low,Medium,Low,1,0
70000.0,47.804,44.7,9.896,High,High,Medium,Medium,0,1
47892.857,,,,Medium,,,,1,0
40500.0,36.364,41.385,4.176,Low,Medium,Medium,Low,1,1
35400.0,28.738,46.654,3.664,Low,Low,High,Low,0,0
28900.0,10.766,32.438,3.797,Low,Low,Low,Low,0,0
62200.0,49.102,44.08,5.644,High,High,Medium,Medium,1,1
32300.0,21.442,41.78,20.924,Low,Low,Medium,High,1,1
40200.0,31.786,28.656,62.075,Low,Medium,Low,High,1,1
44909.091,31.532,39.857,7.073,Medium,Medium,Medium,Medium,1,0
58023.077,50.226,38.731,32.071,High,High,Low,High,1,0
46176.471,34.547,43.974,24.874,Medium,Medium,Medium,High,1,0
59800.0,45.785,40.716,12.516,High,High,Medium,Medium,1,1
42695.238,27.895,31.841,21.804,Medium,Low,Low,High,0,0
37400.0,28.261,41.838,9.096,Low,Low,Medium,Medium,1,1
34966.667,25.803,44.492,6.37,Low,Low,Medium,Medium,0,1
61340.0,50.29,36.825,24.554,High,High,Low,High,0,0
50223.077,44.442,45.902,23.266,High,High,High,High,1,0
57275.0,50.552,43.915,6.066,High,High,Medium,Medium,0,0
27500.0,14.252,32.837,29.611,Low,Low,Low,High,0,1
34100.0,27.44,48.661,8.671,Low,Low,High,Medium,1,1
30353.846,23.256,41.056,2.955,Low,Low,Medium,Low,1,0
49825.0,46.629,45.848,10.255,High,High,High,Medium,1,1
40794.118,32.977,38.32,3.881,Low,Medium,Low,Low,0,0
51830.0,38.38,46.864,3.85,High,Medium,High,Low,1,1
48100.0,36.118,43.265,10.709,Medium,Medium,Medium,Medium,1,0
60600.0,47.704,50.283,8.583,High,High,High,Medium,0,1
37704.762,27.901,37.626,6.943,Low,Low,Low,Medium,0,1
38400.0,23.752,35.748,8.939,Low,Low,Low,Medium,0,0
40500.0,33.387,44.483,11.71,Low,Medium,Medium,Medium,1,0
34770.0,29.278,51.649,1.416,Low,Low,High,Low,1,1
52810.0,22.166,35.36,66.416,High,Low,Low,High,1,1
50722.222,39.144,39.172,9.238,High,Medium,Low,Medium,1,0
40400.0,32.344,40.504,10.167,Low,Medium,Medium,Medium,0,0
41444.444,34.323,53.544,2.761,Medium,Medium,High,Low,1,1
31760.0,22.04,39.644,21.406,Low,Low,Medium,High,1,0
34600.0,31.65,41.35,3.821,Low,Medium,Medium,Low,1,0
41293.333,31.026,39.879,5.896,Medium,Medium,Medium,Medium,1,1
39600.0,31.076,47.369,3.221,Low,Medium,High,Low,1,0
50327.778,43.659,50.493,12.014,High,High,High,Medium,0,0
48314.286,42.201,51.436,2.792,Medium,High,High,Low,0,0
55366.667,44.575,31.78,38.26,High,High,Low,High,1,0
41100.0,26.408,41.213,19.055,Medium,Low,Medium,High,0,0
39390.0,27.847,41.489,27.82,Low,Low,Medium,High,1,1
46481.818,45.024,50.645,2.093,Medium,High,High,Low,1,1
43200.0,36.63,53.086,2.099,Medium,Medium,High,Low,1,0
44953.846,32.076,46.079,7.982,Medium,Medium,High,Medium,1,1
51058.333,35.939,40.379,38.899,High,Medium,Medium,High,0,0
38326.667,25.178,42.476,3.195,Low,Low,Medium,Low,1,1
48362.5,39.982,35.536,25.417,Medium,High,Low,High,1,0
47350.0,40.621,53.215,2.176,Medium,High,High,Low,1,0
56200.0,29.974,37.728,68.017,High,Medium,Low,High,1,1
54104.762,47.903,41.257,17.298,High,High,Medium,High,1,1
41600.0,31.788,41.031,11.169,Medium,Medium,Medium,Medium,1,0
36077.778,22.114,42.459,4.989,Low,Low,Medium,Low,0,0
35600.0,29.821,55.521,2.025,Low,Medium,High,Low,0,0
48980.0,26.726,40.124,24.7,Medium,Low,Medium,High,0,0
40075.0,36.047,42.391,9.182,Low,Medium,Medium,Medium,1,1
45846.667,35.434,42.11,13.587,Medium,Medium,Medium,Medium,1,1
67755.172,54.928,37.518,29.64,High,High,Low,High,1,0
39500.0,27.404,50.0,2.224,Low,Low,High,Low,0,0
52100.0,46.367,34.568,8.855,High,High,Low,Medium,0,0
50827.273,42.808,48.545,3.764,High,High,High,Low,0,0
61295.0,48.15,45.099,6.661,High,High,High,Medium,0,0
41600.0,31.788,41.031,11.169,Medium,Medium,Medium,Medium,1,0
38928.571,33.731,40.852,8.062,Low,Medium,Medium,Medium,1,0
34200.0,31.019,47.341,5.504,Low,Medium,High,Medium,1,1
32800.0,20.438,35.592,19.418,Low,Low,Low,High,1,1
43800.0,46.974,53.335,2.102,Medium,High,High,Low,1,0
42628.571,29.948,49.384,2.026,Medium,Medium,High,Low,1,1
42800.0,37.32,46.871,5.874,Medium,Medium,High,Medium,0,0
45118.182,34.924,49.333,5.056,Medium,Medium,High,Medium,1,1
37933.333,33.97,57.265,3.291,Low,Medium,High,Low,0,0
49183.333,39.834,47.637,8.191,High,High,High,Medium,0,0
58780.952,42.57,49.618,35.584,High,High,High,High,1,1
38864.286,24.233,36.803,19.826,Low,Low,Low,High,0,1
29894.444,17.635,33.8,45.799,Low,Low,Low,High,1,1
45060.0,29.087,38.939,20.909,Medium,Low,Low,High,0,0
47469.231,,,,Medium,,,,1,0
44361.111,30.931,40.31,20.305,Medium,Medium,Medium,High,1,0
43500.0,35.775,46.616,2.833,Medium,Medium,High,Low,0,1
29718.182,21.068,52.13,4.578,Low,Low,High,Low,1,0
46041.667,45.825,44.441,16.498,Medium,High,Medium,High,1,0
44131.25,38.239,48.311,4.671,Medium,Medium,High,Low,1,1
49000.0,54.554,43.196,15.688,High,High,Medium,High,0,0
45200.0,41.212,49.475,2.843,Medium,High,High,Low,0,0
49800.0,49.279,44.978,7.157,High,High,High,Medium,1,1
39200.0,30.979,44.046,17.371,Low,Medium,Medium,High,1,1
44700.0,35.578,47.801,3.883,Medium,Medium,High,Low,0,1
37644.444,23.138,43.592,2.955,Low,Low,Medium,Low,1,0
56000.0,34.167,37.6,44.413,High,Medium,Low,High,1,1
39985.714,29.575,49.688,2.07,Low,Medium,High,Low,1,1
75022.222,51.205,43.692,13.855,High,High,Medium,Medium,1,0
35600.0,30.976,44.575,3.128,Low,Medium,Medium,Low,1,1
39088.889,32.032,47.06,3.769,Low,Medium,High,Low,1,1
42764.706,41.104,49.429,1.72,Medium,High,High,Low,0,0
59290.0,45.836,39.585,17.717,High,High,Medium,High,1,0
33100.0,25.755,55.561,3.52,Low,Low,High,Low,0,1
52200.0,30.362,31.302,44.192,High,Medium,Low,High,0,0
49000.0,39.875,48.097,5.512,High,High,High,Medium,1,1
47755.556,35.503,40.053,2.878,Medium,Medium,Medium,Low,1,1
44766.667,29.884,34.362,37.982,Medium,Medium,Low,High,1,0
36177.778,21.587,41.756,5.222,Low,Low,Medium,Medium,1,0
38580.0,26.28,39.718,11.984,Low,Low,Medium,Medium,0,0
47157.143,31.44,38.415,26.892,Medium,Medium,Low,High,0,1
43775.0,38.275,43.197,5.694,Medium,Medium,Medium,Medium,1,1
31733.333,27.369,42.211,1.565,Low,Low,Medium,Low,1,0
41293.333,31.026,39.879,5.896,Medium,Medium,Medium,Medium,1,0
54625.0,42.987,43.963,5.337,High,High,Medium,Medium,1,1
49394.444,41.862,42.032,10.455,High,High,Medium,Medium,0,0
50600.0,31.171,36.774,52.336,High,Medium,Low,High,1,1
38800.0,27.206,45.222,11.772,Low,Low,High,Medium,0,1
39500.0,19.448,33.223,47.875,Low,Low,Low,High,0,1
33750.0,19.399,37.633,5.389,Low,Low,Low,Medium,0,0
51706.25,42.822,48.865,5.238,High,High,High,Medium,0,0
44253.846,29.532,44.814,6.851,Medium,Medium,High,Medium,1,0
31885.714,16.123,38.769,4.636,Low,Low,Low,Low,1,1
30100.0,20.434,31.985,13.993,Low,Low,Low,Medium,1,0
49400.0,36.312,39.345,8.368,High,Medium,Low,Medium,0,0
33900.0,24.799,37.939,16.115,Low,Low,Low,High,0,0
39233.333,29.84,39.177,18.58,Low,Medium,Low,High,1,1
51600.0,49.217,49.802,2.314,High,High,High,Low,1,0
36600.0,11.771,23.699,42.615,Low,Low,Low,High,0,0
31900.0,28.299,39.52,2.522,Low,Low,Medium,Low,1,1
37862.5,26.213,34.348,16.337,Low,Low,Low,High,0,0
44833.333,32.141,39.531,14.636,Medium,Medium,Medium,Medium,1,1
30140.0,19.679,38.243,9.805,Low,Low,Low,Medium,0,1
64414.286,45.303,39.921,13.257,High,High,Medium,Medium,0,0
48000.0,33.738,41.909,18.67,Medium,Medium,Medium,High,0,0
48900.0,34.218,36.478,71.51,Medium,Medium,Low,High,1,1
61271.429,51.513,41.63,13.137,High,High,Medium,Medium,1,1
42840.0,39.248,61.941,3.324,Medium,High,High,Low,0,0
40470.0,28.457,44.943,9.902,Low,Low,High,Medium,1,0
59900.0,37.769,36.734,32.593,High,Medium,Low,High,1,0
38184.615,19.538,37.402,13.798,Low,Low,Low,Medium,1,0
53482.353,32.919,35.804,10.074,High,Medium,Low,Medium,1,0
57225.0,18.293,22.586,36.587,High,Low,Low,High,1,0
38700.0,48.726,41.308,11.529,Low,High,Medium,Medium,1,1
37163.636,27.109,43.009,6.884,Low,Low,Medium,Medium,0,1
43507.692,27.981,39.347,14.771,Medium,Low,Low,Medium,1,0
53450.0,40.784,44.621,20.539,High,High,Medium,High,1,1
39831.25,25.44,36.797,20.517,Low,Low,Low,High,0,1
38933.333,25.712,49.71,1.468,Low,Low,High,Low,1,0
50371.429,48.886,45.168,4.824,High,High,High,Low,0,0
40000.0,25.209,37.539,47.035,Low,Low,Low,High,1,1
34400.0,27.364,41.871,2.592,Low,Low,Medium,Low,0,1
36773.333,26.05,45.431,3.539,Low,Low,High,Low,1,0
41535.294,26.795,43.409,2.186,Medium,Low,Medium,Low,1,1
36600.0,19.239,32.755,31.182,Low,Low,Low,High,0,0
41100.0,26.408,41.213,19.055,Medium,Low,Medium,High,1,0
51200.0,36.024,47.95,2.845,High,Medium,High,Low,0,1
54991.667,42.07,47.014,4.065,High,High,High,Low,0,1
43800.0,28.967,32.54,64.815,Medium,Low,Low,High,1,1
54800.0,42.164,46.475,5.048,High,High,High,Low,1,0
29900.0,22.122,43.286,1.765,Low,Low,Medium,Low,1,0
47350.0,40.621,53.215,2.176,Medium,High,High,Low,1,1
61085.714,,,,High,,,,0,0
43760.0,15.607,23.565,48.996,Medium,Low,Low,High,1,0
47517.857,39.404,41.361,12.989,Medium,High,Medium,Medium,1,0
29320.0,,,,Low,,,,0,0
32150.0,24.579,43.539,4.968,Low,Low,Medium,Low,1,1
42500.0,30.707,38.971,16.926,Medium,Medium,Low,High,1,1
38119.048,30.066,46.387,1.566,Low,Medium,High,Low,1,1
39846.667,38.121,50.707,2.987,Low,Medium,High,Low,0,1
50061.538,40.56,48.31,23.41,High,High,High,High,1,0
41118.182,28.376,44.184,4.66,Medium,Low,Medium,Low,1,1
33300.0,23.687,43.201,2.08,Low,Low,Medium,Low,1,1
42431.579,23.441,36.469,27.45,Medium,Low,Low,High,1,1
39600.0,32.816,46.048,2.432,Low,Medium,High,Low,1,1
35100.0,28.314,57.049,2.6,Low,Low,High,Low,1,1
34963.636,20.847,40.459,3.409,Low,Low,Medium,Low,1,0
39807.143,30.39,53.747,2.29,Low,Medium,High,Low,1,0
64411.765,58.982,42.26,11.68,High,High,Medium,Medium,1,0
34835.714,22.734,46.698,2.792,Low,Low,High,Low,1,0
31337.5,15.673,39.433,3.015,Low,Low,Medium,Low,0,0
36600.0,34.134,40.473,17.609,Low,Medium,Medium,High,0,0
39416.667,22.03,35.578,35.082,Low,Low,Low,High,0,0
36200.0,23.515,40.936,26.312,Low,Low,Medium,High,1,1
43600.0,30.652,38.862,22.707,Medium,Medium,Low,High,1,0
70786.364,62.82,36.733,15.946,High,High,Low,High,0,1
33000.0,20.716,39.585,4.257,Low,Low,Medium,Low,1,0
57018.182,34.117,38.752,48.683,High,Medium,Low,High,0,1
38126.667,31.608,50.885,5.052,Low,Medium,High,Medium,0,0
29200.0,17.911,35.938,12.086,Low,Low,Low,Medium,0,1
51270.0,,,,High,,,,1,0
45875.0,40.9,47.685,2.096,Medium,High,High,Low,1,1
50800.0,51.681,45.554,6.469,High,High,High,Medium,0,0
47746.154,42.49,51.641,2.997,Medium,High,High,Low,1,1
33030.0,21.191,35.695,4.466,Low,Low,Low,Low,0,1
36514.286,20.3,40.975,3.586,Low,Low,Medium,Low,0,0
50642.857,40.318,44.549,26.146,High,High,Medium,High,0,0
43620.0,,,,Medium,,,,1,0
40710.0,37.131,39.492,19.11,Low,Medium,Medium,High,1,1
48469.565,39.438,37.009,9.405,Medium,High,Low,Medium,0,0
51028.571,42.918,51.245,2.464,High,High,High,Low,0,0
53400.0,42.139,43.608,6.279,High,High,Medium,Medium,0,0
41005.0,20.74,33.583,55.374,Medium,Low,Low,High,0,1
36100.0,22.356,45.808,7.706,Low,Low,High,Medium,1,1
55900.0,48.022,36.535,39.727,High,High,Low,High,1,1
57295.0,42.278,42.516,8.918,High,High,Medium,Medium,1,0
52580.952,38.476,47.639,4.283,High,Medium,High,Low,0,1
33000.0,19.077,38.05,1.712,Low,Low,Low,Low,0,0
51000.0,31.79,40.185,30.213,High,Medium,Medium,High,1,0
55183.333,37.84,41.447,11.903,High,Medium,Medium,Medium,0,0
34575.0,21.123,29.045,16.029,Low,Low,Low,High,0,0
56600.0,46.608,45.966,14.85,High,High,High,Medium,1,1
31250.0,17.002,41.639,2.325,Low,Low,Medium,Low,0,0
42600.0,24.74,36.268,32.491,Medium,Low,Low,High,1,1
30108.333,17.464,34.002,23.369,Low,Low,Low,High,1,0
34657.143,22.51,39.606,13.052,Low,Low,Medium,Medium,1,1
49493.333,34.7,33.045,57.518,High,Medium,Low,High,1,0
36962.5,24.8,34.631,16.444,Low,Low,Low,High,0,0
55700.0,45.142,38.938,33.352,High,High,Low,High,1,0
55000.0,32.674,41.737,33.647,High,Medium,Medium,High,1,0
31516.667,13.733,31.4,42.52,Low,Low,Low,High,0,0
72106.25,53.525,45.0,17.13,High,High,High,High,1,1
50383.333,56.897,37.895,18.389,High,High,Low,High,0,0
31700.0,21.257,40.171,2.823,Low,Low,Medium,Low,0,1
51100.0,26.555,36.004,60.703,High,Low,Low,High,0,0
44800.0,41.134,49.749,2.442,Medium,High,High,Low,1,1
40485.714,40.958,47.389,5.271,Low,High,High,Medium,1,0
62800.0,47.062,47.074,4.255,High,High,High,Low,0,0
